"phrase","id","phoneme","stress","type","inherent_ms","before_floor_ms","after_floor_ms","before_ms","after_ms","delta_ms","source","rules"
"Pat tapped a pot and picked a paper cup.","segment_25:remap_stops_to_closures:0:insert_mapped_voiceless_release_and_aspiration:2","SIL","","silence","100","60","0","300","300","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiceless_release_and_aspiration; punctuation_pause; duration_floor_default"
"Gag, gang, and gunk go together.","segment_0:remap_stops_to_closures:0","G_CL","","stop_closure","55","33","41.25","53","54","1","{""source"":""GG"",""minimum_ms"":60,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_0:remap_stops_to_closures:0:insert_mapped_voiced_release:0","G_REL","","stop_release","20","0","0","20","20","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiced_release; insert_mapped_voiced_release; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"Gag, gang, and gunk go together.","segment_0:remap_stops_to_closures:0:insert_mapped_voiced_release:1","AE","1","vowel","170","71.39999999999999","59.130434782608695","267","277","10","{""source"":""AE"",""minimum_ms"":80,""inherent_ms"":230,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","insert_mapped_voiced_release; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_2:remap_stops_to_closures:0","G_CL","","stop_closure","55","33","41.25","44","49","5","{""source"":""GG"",""minimum_ms"":60,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_2:remap_stops_to_closures:0:insert_mapped_voiced_release:0","G_REL","","stop_release","15","0","0","15","15","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiced_release; insert_mapped_voiced_release; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"Gag, gang, and gunk go together.","segment_2:remap_stops_to_closures:0:insert_mapped_voiced_release:1","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiced_release; punctuation_pause; duration_floor_default"
"Gag, gang, and gunk go together.","segment_4:remap_stops_to_closures:0","G_CL","","stop_closure","55","33","41.25","53","54","1","{""source"":""GG"",""minimum_ms"":60,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_4:remap_stops_to_closures:0:insert_mapped_voiced_release:0","G_REL","","stop_release","20","0","0","20","20","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiced_release; insert_mapped_voiced_release; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"Gag, gang, and gunk go together.","segment_4:remap_stops_to_closures:0:insert_mapped_voiced_release:1","AE","1","vowel","170","71.39999999999999","59.130434782608695","210","214","4","{""source"":""AE"",""minimum_ms"":80,""inherent_ms"":230,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","insert_mapped_voiced_release; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_6","NG","","nasal","90","54","56.8421052631579","76","77","1","{""source"":""NG"",""minimum_ms"":60,""inherent_ms"":95,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_7","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"Gag, gang, and gunk go together.","segment_8","AH","0","vowel","50","21","10.714285714285714","41","37","-4","{""source"":""AH"",""minimum_ms"":60,""inherent_ms"":140,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_9","N","","nasal","70","42","58.333333333333336","57","65","8","{""source"":""NN"",""minimum_ms"":50,""inherent_ms"":60,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_10:remap_stops_to_closures:0","D_CL","","stop_closure","50","30","33.333333333333336","41","42","1","{""source"":""DD"",""minimum_ms"":50,""inherent_ms"":75,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; non_word_initial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_11:remap_stops_to_closures:0","G_CL","","stop_closure","55","33","41.25","53","54","1","{""source"":""GG"",""minimum_ms"":60,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_11:remap_stops_to_closures:0:insert_mapped_voiced_release:0","G_REL","","stop_release","20","0","0","20","20","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiced_release; insert_mapped_voiced_release; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"Gag, gang, and gunk go together.","segment_11:remap_stops_to_closures:0:insert_mapped_voiced_release:1","AH","1","vowel","100","42","42.857142857142854","99","99","0","{""source"":""AH"",""minimum_ms"":60,""inherent_ms"":140,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","insert_mapped_voiced_release; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_13:normalize_velar_nasal:0","NG","","nasal","90","54","56.8421052631579","70","73","3","{""source"":""NG"",""minimum_ms"":60,""inherent_ms"":95,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","normalize_velar_nasal; normalize_velar_nasal; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_14:remap_stops_to_closures:0","K_CL","","stop_closure","60","36","45","49","54","5","{""source"":""KK"",""minimum_ms"":60,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; non_word_initial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_15:remap_stops_to_closures:0","G_CL","","stop_closure","55","33","41.25","56","56","0","{""source"":""GG"",""minimum_ms"":60,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_15:remap_stops_to_closures:0:insert_mapped_voiced_release:0","G_REL","","stop_release","20","0","0","20","20","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiced_release; insert_mapped_voiced_release; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"Gag, gang, and gunk go together.","segment_15:remap_stops_to_closures:0:insert_mapped_voiced_release:1","AO1","1","vowel","160","67.2","42.5","108","112","4","{""source"":""AO"",""minimum_ms"":100,""inherent_ms"":240,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","insert_mapped_voiced_release; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_16:expand_diphthongs:1","W","0","glide","80","48","25.5","58","46","-12","{""source"":""WW"",""minimum_ms"":60,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_diphthongs; expand_diphthongs; non_word_initial_consonant_shortening; unstressed_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_17:t_flapping:0","DX","","flap","30","18","30","27","30","3","{""source"":""DX"",""minimum_ms"":20,""inherent_ms"":20,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","t_flapping; t_flapping; cluster_shortening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_18","AH","0","vowel","50","21","10.714285714285714","44","42","-2","{""source"":""AH"",""minimum_ms"":60,""inherent_ms"":140,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_19:remap_stops_to_closures:0","G_CL","","stop_closure","55","33","41.25","43","48","5","{""source"":""GG"",""minimum_ms"":60,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","remap_stops_to_closures; remap_stops_to_closures; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_19:remap_stops_to_closures:0:insert_mapped_voiced_release:0","G_REL","","stop_release","20","0","0","20","20","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","insert_mapped_voiced_release; insert_mapped_voiced_release; cluster_shortening; duration_cap; lock_stop_release_duration; duration_floor_stop_release"
"Gag, gang, and gunk go together.","segment_19:remap_stops_to_closures:0:insert_mapped_voiced_release:1","EH","1","vowel","120","50.4","56","148","145","-3","{""source"":""EH"",""minimum_ms"":70,""inherent_ms"":150,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","insert_mapped_voiced_release; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_21","DH","","fricative","70","42","42","60","60","0","{""source"":""DH"",""minimum_ms"":30,""inherent_ms"":50,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; duration_cap; fricative_minimum_duration; duration_floor_default"
"Gag, gang, and gunk go together.","segment_22:expand_rhotic_vowels:0","ER","0","vowel","42","17.64","9.333333333333334","130","130","0","{""source"":""ER"",""minimum_ms"":80,""inherent_ms"":180,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_rhotic_vowels; expand_rhotic_vowels; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; hertz_nucleus_timing; duration_floor_default"
"Gag, gang, and gunk go together.","segment_22:expand_rhotic_vowels:1","R","0","liquid","28","30","30","30","30","0","{""source"":""RR"",""minimum_ms"":30,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_rhotic_vowels; expand_rhotic_vowels; non_word_initial_consonant_shortening; unstressed_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Gag, gang, and gunk go together.","segment_23","SIL","","silence","100","60","0","300","300","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_0","L","","liquid","80","48","40","81","82","1","{""source"":""LL"",""minimum_ms"":40,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_1:expand_diphthongs:0","EH1","1","vowel","120","50.4","44.8","109","110","1","{""source"":""EH"",""minimum_ms"":70,""inherent_ms"":150,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_diphthongs; expand_diphthongs; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_1:expand_diphthongs:1","Y","0","glide","80","48","16","54","36","-18","{""source"":""YY"",""minimum_ms"":40,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_diphthongs; expand_diphthongs; non_word_initial_consonant_shortening; word_medial_consonant_shortening; unstressed_consonant_shortening; cluster_shortening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_2:expand_rhotic_vowels:0","ER","0","vowel","42","17.64","9.333333333333334","130","130","0","{""source"":""ER"",""minimum_ms"":80,""inherent_ms"":180,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_rhotic_vowels; expand_rhotic_vowels; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; hertz_nucleus_timing; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_2:expand_rhotic_vowels:1","R","0","liquid","28","30","30","30","30","0","{""source"":""RR"",""minimum_ms"":30,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_rhotic_vowels; expand_rhotic_vowels; non_word_initial_consonant_shortening; unstressed_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_3","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_4","L","","liquid","80","48","40","81","82","1","{""source"":""LL"",""minimum_ms"":40,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_5","AO","1","vowel","160","67.2","66.66666666666667","185","185","0","{""source"":""AO"",""minimum_ms"":100,""inherent_ms"":240,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_6","Y","","glide","80","48","40","70","67","-3","{""source"":""YY"",""minimum_ms"":40,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_7:expand_rhotic_vowels:0","ER","0","vowel","42","17.64","9.333333333333334","130","130","0","{""source"":""ER"",""minimum_ms"":80,""inherent_ms"":180,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_rhotic_vowels; expand_rhotic_vowels; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; hertz_nucleus_timing; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_7:expand_rhotic_vowels:1","R","0","liquid","28","30","30","30","30","0","{""source"":""RR"",""minimum_ms"":30,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_rhotic_vowels; expand_rhotic_vowels; non_word_initial_consonant_shortening; unstressed_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_8","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_9","R","","liquid","90","54","33.75","92","93","1","{""source"":""RR"",""minimum_ms"":30,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_10:expand_diphthongs:0","AO1","1","vowel","160","67.2","42.5","111","118","7","{""source"":""AO"",""minimum_ms"":100,""inherent_ms"":240,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_diphthongs; expand_diphthongs; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_10:expand_diphthongs:1","Y","0","glide","80","48","17","57","39","-18","{""source"":""YY"",""minimum_ms"":40,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","expand_diphthongs; expand_diphthongs; non_word_initial_consonant_shortening; word_medial_consonant_shortening; unstressed_consonant_shortening; cluster_shortening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_11","AH","0","vowel","50","21","10.714285714285714","46","45","-1","{""source"":""AH"",""minimum_ms"":60,""inherent_ms"":140,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_12","L","","liquid","80","48","40","67","65","-2","{""source"":""LL"",""minimum_ms"":40,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_13","SIL","","silence","100","60","0","150","150","0","{""source"":""uncompressed"",""minimum_ms"":0,""inherent_ms"":1,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis"",""Engineering policy: silence and generated release/aspiration use explicit timing and timeline safety floors""]}","inventory_materialization; punctuation_pause; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_14","R","","liquid","90","54","33.75","92","93","1","{""source"":""RR"",""minimum_ms"":30,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; word_initial_lengthening; cluster_shortening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_15","UH","1","vowel","110","46.199999999999996","41.25","127","128","1","{""source"":""UH"",""minimum_ms"":60,""inherent_ms"":160,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_16","R","","liquid","90","54","33.75","81","78","-3","{""source"":""RR"",""minimum_ms"":30,""inherent_ms"":80,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; non_word_initial_consonant_shortening; word_medial_consonant_shortening; cluster_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
"Layer, lawyer, royal, rural.","segment_17","AH","0","vowel","50","21","10.714285714285714","50","50","0","{""source"":""AH"",""minimum_ms"":60,""inherent_ms"":140,""unstressed_scale"":0.5,""citations"":[""Allen et al. 1987 Table 9-1 p.96 (row named by source)"",""Engineering adaptation: source MIN/INHERENT ratio scaled to Qlatt duration basis""]}","inventory_materialization; stress_duration; accent_vowel_lengthening; polysyllabic_shortening; vowel_shortening; pre_boundary_lengthening; duration_cap; duration_floor_default"
